Jahr,Monat-Nr.,Monat,Wochen-Nr.,Stunde-Nr.,Stunde,Tot,Schwerverletzt,Leichtverletzt
1993,6,Juni,22,22,22.00 - 22.59,0,3,7
1993,6,Juni,22,23,23.00 - 23.59,0,5,5
1993,6,Juni,23,0,00.00 - 00.59,0,9,15
1993,6,Juni,23,1,01.00 - 01.59,0,3,4
1993,6,Juni,23,2,02.00 - 02.59,1,3,7
1993,6,Juni,23,3,03.00 - 03.59,0,1,5
1993,6,Juni,23,4,04.00 - 04.59,0,1,5
1993,6,Juni,23,5,05.00 - 05.59,1,0,2
1993,6,Juni,23,6,06.00 - 06.59,0,5,7
1993,6,Juni,23,7,07.00 - 07.59,2,9,21
1993,6,Juni,23,8,08.00 - 08.59,2,4,17
1993,6,Juni,23,9,09.00 - 09.59,1,7,9
1993,6,Juni,23,10,10.00 - 10.59,1,3,14
1993,6,Juni,23,11,11.00 - 11.59,3,6,31
1993,6,Juni,23,12,12.00 - 12.59,0,9,28
1993,6,Juni,23,13,13.00 - 13.59,1,10,37
1993,6,Juni,23,14,14.00 - 14.59,0,20,29
1993,6,Juni,23,15,15.00 - 15.59,0,13,32
1993,6,Juni,23,16,16.00 - 16.59,2,18,43
1993,6,Juni,23,17,17.00 - 17.59,0,20,55
1993,6,Juni,23,18,18.00 - 18.59,1,15,37
1993,6,Juni,23,19,19.00 - 19.59,0,7,17
1993,6,Juni,23,20,20.00 - 20.59,0,17,17
1993,6,Juni,23,21,21.00 - 21.59,0,2,14
1993,6,Juni,23,22,22.00 - 22.59,1,4,20
1993,6,Juni,23,23,23.00 - 23.59,0,4,17
1993,6,Juni,24,0,00.00 - 00.59,0,3,6
1993,6,Juni,24,1,01.00 - 01.59,0,3,6
1993,6,Juni,24,2,02.00 - 02.59,0,4,7
1993,6,Juni,24,3,03.00 - 03.59,0,5,8
1993,6,Juni,24,4,04.00 - 04.59,0,4,6
1993,6,Juni,24,5,05.00 - 05.59,0,1,3
1993,6,Juni,24,6,06.00 - 06.59,0,5,19
1993,6,Juni,24,7,07.00 - 07.59,0,9,17
1993,6,Juni,24,8,08.00 - 08.59,1,7,20
1993,6,Juni,24,9,09.00 - 09.59,1,2,20
1993,6,Juni,24,10,10.00 - 10.59,2,6,26
1993,6,Juni,24,11,11.00 - 11.59,1,7,31
1993,6,Juni,24,12,12.00 - 12.59,1,6,29
1993,6,Juni,24,13,13.00 - 13.59,1,13,20
1993,6,Juni,24,14,14.00 - 14.59,0,8,36
1993,6,Juni,24,15,15.00 - 15.59,2,19,34
1993,6,Juni,24,16,16.00 - 16.59,0,6,22
1993,6,Juni,24,17,17.00 - 17.59,1,10,48
1993,6,Juni,24,18,18.00 - 18.59,0,15,44
1993,6,Juni,24,19,19.00 - 19.59,0,7,23
1993,6,Juni,24,20,20.00 - 20.59,0,12,18
1993,6,Juni,24,21,21.00 - 21.59,0,5,10
1993,6,Juni,24,22,22.00 - 22.59,3,13,5
1993,6,Juni,24,23,23.00 - 23.59,0,5,19
1993,6,Juni,25,0,00.00 - 00.59,0,6,13
1993,6,Juni,25,1,01.00 - 01.59,0,2,10
1993,6,Juni,25,2,02.00 - 02.59,1,1,8
1993,6,Juni,25,3,03.00 - 03.59,0,2,2
1993,6,Juni,25,4,04.00 - 04.59,1,2,2
1993,6,Juni,25,5,05.00 - 05.59,0,2,5
1993,6,Juni,25,6,06.00 - 06.59,1,7,11
1993,6,Juni,25,7,07.00 - 07.59,0,6,17
1993,6,Juni,25,8,08.00 - 08.59,0,5,19
1993,6,Juni,25,9,09.00 - 09.59,2,11,16
1993,6,Juni,25,10,10.00 - 10.59,2,8,14
1993,6,Juni,25,11,11.00 - 11.59,0,12,27
1993,6,Juni,25,12,12.00 - 12.59,1,7,29
1993,6,Juni,25,13,13.00 - 13.59,1,9,34
1993,6,Juni,25,14,14.00 - 14.59,0,13,38
1993,6,Juni,25,15,15.00 - 15.59,1,17,32
1993,6,Juni,25,16,16.00 - 16.59,5,19,47
1993,6,Juni,25,17,17.00 - 17.59,3,18,52
1993,6,Juni,25,18,18.00 - 18.59,3,16,45
1993,6,Juni,25,19,19.00 - 19.59,0,17,23
1993,6,Juni,25,20,20.00 - 20.59,2,9,26
1993,6,Juni,25,21,21.00 - 21.59,1,5,8
1993,6,Juni,25,22,22.00 - 22.59,1,10,13
1993,6,Juni,25,23,23.00 - 23.59,3,8,6
1993,6,Juni,26,0,00.00 - 00.59,0,1,1
1993,6,Juni,26,1,01.00 - 01.59,0,2,1
1993,6,Juni,26,2,02.00 - 02.59,0,2,0
1993,6,Juni,26,3,03.00 - 03.59,0,0,1
1993,6,Juni,26,4,04.00 - 04.59,0,0,1
1993,6,Juni,26,5,05.00 - 05.59,0,0,2
1993,6,Juni,26,6,06.00 - 06.59,0,3,6
1993,6,Juni,26,7,07.00 - 07.59,0,5,12
1993,6,Juni,26,8,08.00 - 08.59,0,3,5
1993,6,Juni,26,9,09.00 - 09.59,0,6,10
1993,6,Juni,26,10,10.00 - 10.59,1,3,4
1993,6,Juni,26,11,11.00 - 11.59,0,2,6
1993,6,Juni,26,12,12.00 - 12.59,0,4,4
1993,6,Juni,26,13,13.00 - 13.59,0,5,13
1993,6,Juni,26,14,14.00 - 14.59,0,2,10
1993,6,Juni,26,15,15.00 - 15.59,0,3,7
1993,6,Juni,26,16,16.00 - 16.59,1,8,17
1993,6,Juni,26,17,17.00 - 17.59,1,6,29
1993,6,Juni,26,18,18.00 - 18.59,1,5,19
1993,6,Juni,26,19,19.00 - 19.59,2,10,14
1993,6,Juni,26,20,20.00 - 20.59,0,5,9
1993,6,Juni,26,21,21.00 - 21.59,2,3,4
1993,6,Juni,26,22,22.00 - 22.59,0,1,5
1993,6,Juni,26,23,23.00 - 23.59,0,5,2
1993,7,Juli,26,0,00.00 - 00.59,0,3,4
1993,7,Juli,26,1,01.00 - 01.59,0,1,10
1993,7,Juli,26,2,02.00 - 02.59,0,1,2
1993,7,Juli,26,3,03.00 - 03.59,0,5,0
1993,7,Juli,26,4,04.00 - 04.59,0,2,5
1993,7,Juli,26,5,05.00 - 05.59,1,2,7
1993,7,Juli,26,6,06.00 - 06.59,0,0,8
1993,7,Juli,26,7,07.00 - 07.59,0,2,5
1993,7,Juli,26,8,08.00 - 08.59,0,5,22
1993,7,Juli,26,9,09.00 - 09.59,0,7,10
1993,7,Juli,26,10,10.00 - 10.59,3,4,13
1993,7,Juli,26,11,11.00 - 11.59,0,3,9
1993,7,Juli,26,12,12.00 - 12.59,1,4,19
1993,7,Juli,26,13,13.00 - 13.59,0,10,21
1993,7,Juli,26,14,14.00 - 14.59,1,9,26
1993,7,Juli,26,15,15.00 - 15.59,0,2,17
1993,7,Juli,26,16,16.00 - 16.59,2,11,22
1993,7,Juli,26,17,17.00 - 17.59,1,16,28
1993,7,Juli,26,18,18.00 - 18.59,0,9,16
1993,7,Juli,26,19,19.00 - 19.59,1,6,11
1993,7,Juli,26,20,20.00 - 20.59,1,10,9
1993,7,Juli,26,21,21.00 - 21.59,0,1,11
1993,7,Juli,26,22,22.00 - 22.59,0,5,7
1993,7,Juli,26,23,23.00 - 23.59,0,1,10
1993,7,Juli,27,0,00.00 - 00.59,0,5,10
1993,7,Juli,27,1,01.00 - 01.59,0,3,2
1993,7,Juli,27,2,02.00 - 02.59,1,3,13
1993,7,Juli,27,3,03.00 - 03.59,0,2,8
1993,7,Juli,27,4,04.00 - 04.59,0,1,2
1993,7,Juli,27,5,05.00 - 05.59,1,1,6
1993,7,Juli,27,6,06.00 - 06.59,0,7,12
1993,7,Juli,27,7,07.00 - 07.59,0,5,13
1993,7,Juli,27,8,08.00 - 08.59,0,6,14
1993,7,Juli,27,9,09.00 - 09.59,0,1,12
1993,7,Juli,27,10,10.00 - 10.59,1,10,18
1993,7,Juli,27,11,11.00 - 11.59,1,7,13
1993,7,Juli,27,12,12.00 - 12.59,2,11,30
1993,7,Juli,27,13,13.00 - 13.59,0,12,17
1993,7,Juli,27,14,14.00 - 14.59,1,6,32
1993,7,Juli,27,15,15.00 - 15.59,1,4,19
1993,7,Juli,27,16,16.00 - 16.59,1,19,35
1993,7,Juli,27,17,17.00 - 17.59,0,15,56
1993,7,Juli,27,18,18.00 - 18.59,0,10,38
1993,7,Juli,27,19,19.00 - 19.59,1,12,52
1993,7,Juli,27,20,20.00 - 20.59,1,10,18
1993,7,Juli,27,21,21.00 - 21.59,0,4,12
1993,7,Juli,27,22,22.00 - 22.59,0,4,12
1993,7,Juli,27,23,23.00 - 23.59,5,4,18
1993,7,Juli,28,0,00.00 - 00.59,0,1,13
1993,7,Juli,28,1,01.00 - 01.59,0,0,7
1993,7,Juli,28,2,02.00 - 02.59,0,0,6
1993,7,Juli,28,3,03.00 - 03.59,0,1,1
1993,7,Juli,28,4,04.00 - 04.59,0,0,5
1993,7,Juli,28,5,05.00 - 05.59,0,0,5
1993,7,Juli,28,6,06.00 - 06.59,1,3,6
1993,7,Juli,28,7,07.00 - 07.59,2,8,19
1993,7,Juli,28,8,08.00 - 08.59,0,3,12
1993,7,Juli,28,9,09.00 - 09.59,1,4,13
1993,7,Juli,28,10,10.00 - 10.59,0,2,17
1993,7,Juli,28,11,11.00 - 11.59,0,7,19
1993,7,Juli,28,12,12.00 - 12.59,0,5,34
1993,7,Juli,28,13,13.00 - 13.59,2,7,34
1993,7,Juli,28,14,14.00 - 14.59,2,13,22
1993,7,Juli,28,15,15.00 - 15.59,0,10,29
1993,7,Juli,28,16,16.00 - 16.59,0,11,35
1993,7,Juli,28,17,17.00 - 17.59,0,8,44
1993,7,Juli,28,18,18.00 - 18.59,0,8,30
1993,7,Juli,28,19,19.00 - 19.59,1,7,18
1993,7,Juli,28,20,20.00 - 20.59,0,5,5
1993,7,Juli,28,21,21.00 - 21.59,1,5,20
1993,7,Juli,28,22,22.00 - 22.59,0,6,17
1993,7,Juli,28,23,23.00 - 23.59,0,1,11
1993,7,Juli,29,0,00.00 - 00.59,0,1,8
1993,7,Juli,29,1,01.00 - 01.59,0,1,7
1993,7,Juli,29,2,02.00 - 02.59,2,4,4
1993,7,Juli,29,3,03.00 - 03.59,0,5,6
1993,7,Juli,29,4,04.00 - 04.59,1,1,5
1993,7,Juli,29,5,05.00 - 05.59,0,0,4
1993,7,Juli,29,6,06.00 - 06.59,1,2,11
1993,7,Juli,29,7,07.00 - 07.59,1,2,3
1993,7,Juli,29,8,08.00 - 08.59,2,5,13
1993,7,Juli,29,9,09.00 - 09.59,0,5,13
1993,7,Juli,29,10,10.00 - 10.59,1,14,31
1993,7,Juli,29,11,11.00 - 11.59,2,7,26
1993,7,Juli,29,12,12.00 - 12.59,0,7,41
1993,7,Juli,29,13,13.00 - 13.59,1,10,29
1993,7,Juli,29,14,14.00 - 14.59,0,8,33
1993,7,Juli,29,15,15.00 - 15.59,0,9,44
1993,7,Juli,29,16,16.00 - 16.59,0,10,25
1993,7,Juli,29,17,17.00 - 17.59,2,15,42
1993,7,Juli,29,18,18.00 - 18.59,2,7,29
1993,7,Juli,29,19,19.00 - 19.59,3,3,26
1993,7,Juli,29,20,20.00 - 20.59,1,4,9
1993,7,Juli,29,21,21.00 - 21.59,2,5,16
1993,7,Juli,29,22,22.00 - 22.59,0,5,8
1993,7,Juli,29,23,23.00 - 23.59,0,4,11
1993,7,Juli,30,0,00.00 - 00.59,2,1,12
1993,7,Juli,30,1,01.00 - 01.59,0,3,1
1993,7,Juli,30,2,02.00 - 02.59,0,3,4
1993,7,Juli,30,3,03.00 - 03.59,1,1,1
1993,7,Juli,30,4,04.00 - 04.59,0,1,2
1993,7,Juli,30,5,05.00 - 05.59,0,0,1
1993,7,Juli,30,6,06.00 - 06.59,0,1,8
1993,7,Juli,30,7,07.00 - 07.59,1,7,14
1993,7,Juli,30,8,08.00 - 08.59,1,5,15
1993,7,Juli,30,9,09.00 - 09.59,1,7,5
1993,7,Juli,30,10,10.00 - 10.59,0,3,25
1993,7,Juli,30,11,11.00 - 11.59,0,3,23
1993,7,Juli,30,12,12.00 - 12.59,0,6,30
1993,7,Juli,30,13,13.00 - 13.59,2,9,12
1993,7,Juli,30,14,14.00 - 14.59,1,9,19
1993,7,Juli,30,15,15.00 - 15.59,1,10,26
1993,7,Juli,30,16,16.00 - 16.59,0,9,31
1993,7,Juli,30,17,17.00 - 17.59,1,9,52
1993,7,Juli,30,18,18.00 - 18.59,1,10,22
1993,7,Juli,30,19,19.00 - 19.59,0,5,22
1993,7,Juli,30,20,20.00 - 20.59,2,8,18
1993,7,Juli,30,21,21.00 - 21.59,0,0,5
1993,7,Juli,30,22,22.00 - 22.59,2,3,9
1993,7,Juli,30,23,23.00 - 23.59,0,1,11
1993,8,August,30,0,00.00 - 00.59,0,0,2
1993,8,August,30,1,01.00 - 01.59,0,1,0
1993,8,August,30,2,02.00 - 02.59,0,0,1
1993,8,August,30,3,03.00 - 03.59,0,2,0
1993,8,August,30,4,04.00 - 04.59,0,0,3
1993,8,August,30,5,05.00 - 05.59,0,0,1
1993,8,August,30,6,06.00 - 06.59,0,1,0
1993,8,August,30,7,07.00 - 07.59,1,0,0
1993,8,August,30,8,08.00 - 08.59,0,0,0
1993,8,August,30,9,09.00 - 09.59,1,0,2
1993,8,August,30,10,10.00 - 10.59,0,0,1
1993,8,August,30,11,11.00 - 11.59,0,3,4
1993,8,August,30,12,12.00 - 12.59,2,1,6
1993,8,August,30,13,13.00 - 13.59,0,1,1
1993,8,August,30,14,14.00 - 14.59,0,1,5
1993,8,August,30,15,15.00 - 15.59,0,0,2
1993,8,August,30,16,16.00 - 16.59,0,1,3
1993,8,August,30,17,17.00 - 17.59,0,1,10
1993,8,August,30,18,18.00 - 18.59,0,1,5
1993,8,August,30,19,19.00 - 19.59,0,0,2
1993,8,August,30,20,20.00 - 20.59,0,0,6
1993,8,August,30,21,21.00 - 21.59,0,0,1
1993,8,August,30,22,22.00 - 22.59,0,1,1
1993,8,August,30,23,23.00 - 23.59,0,1,7
1993,8,August,31,0,00.00 - 00.59,1,6,14
1993,8,August,31,1,01.00 - 01.59,0,8,8
1993,8,August,31,2,02.00 - 02.59,0,4,3
1993,8,August,31,3,03.00 - 03.59,1,1,4
1993,8,August,31,4,04.00 - 04.59,0,2,2
1993,8,August,31,5,05.00 - 05.59,0,3,6
1993,8,August,31,6,06.00 - 06.59,1,5,9
1993,8,August,31,7,07.00 - 07.59,0,2,13
1993,8,August,31,8,08.00 - 08.59,0,4,15
1993,8,August,31,9,09.00 - 09.59,1,4,8
1993,8,August,31,10,10.00 - 10.59,1,11,22
1993,8,August,31,11,11.00 - 11.59,2,4,23
1993,8,August,31,12,12.00 - 12.59,1,14,24
1993,8,August,31,13,13.00 - 13.59,2,11,16
1993,8,August,31,14,14.00 - 14.59,2,9,34
1993,8,August,31,15,15.00 - 15.59,0,10,24
1993,8,August,31,16,16.00 - 16.59,0,17,45
1993,8,August,31,17,17.00 - 17.59,0,22,36
1993,8,August,31,18,18.00 - 18.59,1,11,29
1993,8,August,31,19,19.00 - 19.59,3,11,19
1993,8,August,31,20,20.00 - 20.59,2,7,11
1993,8,August,31,21,21.00 - 21.59,1,4,16
1993,8,August,31,22,22.00 - 22.59,0,4,9
1993,8,August,31,23,23.00 - 23.59,0,4,10
1993,8,August,32,0,00.00 - 00.59,1,2,5
1993,8,August,32,1,01.00 - 01.59,1,4,3
1993,8,August,32,2,02.00 - 02.59,0,5,4
1993,8,August,32,3,03.00 - 03.59,0,3,3
1993,8,August,32,4,04.00 - 04.59,0,1,6
1993,8,August,32,5,05.00 - 05.59,0,1,3
1993,8,August,32,6,06.00 - 06.59,0,2,7
1993,8,August,32,7,07.00 - 07.59,0,6,20
1993,8,August,32,8,08.00 - 08.59,0,3,15
1993,8,August,32,9,09.00 - 09.59,1,2,12
1993,8,August,32,10,10.00 - 10.59,0,11,29
1993,8,August,32,11,11.00 - 11.59,0,7,23
1993,8,August,32,12,12.00 - 12.59,0,12,34
1993,8,August,32,13,13.00 - 13.59,0,6,36
1993,8,August,32,14,14.00 - 14.59,2,6,29
1993,8,August,32,15,15.00 - 15.59,0,20,37
1993,8,August,32,16,16.00 - 16.59,1,11,53
1993,8,August,32,17,17.00 - 17.59,2,20,37
1993,8,August,32,18,18.00 - 18.59,1,16,43
1993,8,August,32,19,19.00 - 19.59,0,8,14
1993,8,August,32,20,20.00 - 20.59,0,7,14
1993,8,August,32,21,21.00 - 21.59,0,9,12
1993,8,August,32,22,22.00 - 22.59,1,2,13
1993,8,August,32,23,23.00 - 23.59,0,5,12
1993,8,August,33,0,00.00 - 00.59,1,4,11
1993,8,August,33,1,01.00 - 01.59,0,4,2
1993,8,August,33,2,02.00 - 02.59,1,4,9
1993,8,August,33,3,03.00 - 03.59,1,1,2
1993,8,August,33,4,04.00 - 04.59,1,0,6
1993,8,August,33,5,05.00 - 05.59,0,3,9
1993,8,August,33,6,06.00 - 06.59,0,4,9
1993,8,August,33,7,07.00 - 07.59,0,2,23
1993,8,August,33,8,08.00 - 08.59,0,5,13
1993,8,August,33,9,09.00 - 09.59,1,3,14
1993,8,August,33,10,10.00 - 10.59,2,8,16
1993,8,August,33,11,11.00 - 11.59,0,14,42
1993,8,August,33,12,12.00 - 12.59,2,12,25
1993,8,August,33,13,13.00 - 13.59,0,4,32
1993,8,August,33,14,14.00 - 14.59,1,16,38
1993,8,August,33,15,15.00 - 15.59,2,11,29
1993,8,August,33,16,16.00 - 16.59,0,13,38
1993,8,August,33,17,17.00 - 17.59,1,16,43
1993,8,August,33,18,18.00 - 18.59,1,14,39
1993,8,August,33,19,19.00 - 19.59,2,13,30
1993,8,August,33,20,20.00 - 20.59,0,4,10
1993,8,August,33,21,21.00 - 21.59,0,4,13
1993,8,August,33,22,22.00 - 22.59,0,4,14
1993,8,August,33,23,23.00 - 23.59,2,7,17
1993,8,August,34,0,00.00 - 00.59,0,4,12
1993,8,August,34,1,01.00 - 01.59,1,4,4
1993,8,August,34,2,02.00 - 02.59,0,3,6
1993,8,August,34,3,03.00 - 03.59,0,0,11
1993,8,August,34,4,04.00 - 04.59,0,1,5
1993,8,August,34,5,05.00 - 05.59,0,0,2
1993,8,August,34,6,06.00 - 06.59,0,2,13
1993,8,August,34,7,07.00 - 07.59,2,7,20
1993,8,August,34,8,08.00 - 08.59,0,3,14
1993,8,August,34,9,09.00 - 09.59,1,1,21
1993,8,August,34,10,10.00 - 10.59,0,5,23
1993,8,August,34,11,11.00 - 11.59,0,11,21
1993,8,August,34,12,12.00 - 12.59,0,7,29
1993,8,August,34,13,13.00 - 13.59,0,12,22
1993,8,August,34,14,14.00 - 14.59,0,12,37
1993,8,August,34,15,15.00 - 15.59,1,11,26
1993,8,August,34,16,16.00 - 16.59,3,12,36
1993,8,August,34,17,17.00 - 17.59,3,11,53
1993,8,August,34,18,18.00 - 18.59,1,10,32
1993,8,August,34,19,19.00 - 19.59,1,7,13
1993,8,August,34,20,20.00 - 20.59,1,9,14
1993,8,August,34,21,21.00 - 21.59,0,8,14
1993,8,August,34,22,22.00 - 22.59,0,4,11
1993,8,August,34,23,23.00 - 23.59,1,5,13
1993,8,August,35,0,00.00 - 00.59,0,0,0
1993,8,August,35,1,01.00 - 01.59,0,0,2
1993,8,August,35,2,02.00 - 02.59,0,0,0
1993,8,August,35,3,03.00 - 03.59,0,0,0
1993,8,August,35,4,04.00 - 04.59,0,0,0
1993,8,August,35,5,05.00 - 05.59,0,0,1
1993,8,August,35,6,06.00 - 06.59,0,1,7
1993,8,August,35,7,07.00 - 07.59,1,1,5
1993,8,August,35,8,08.00 - 08.59,0,1,7
1993,8,August,35,9,09.00 - 09.59,0,0,3
1993,8,August,35,10,10.00 - 10.59,0,1,4
1993,8,August,35,11,11.00 - 11.59,0,1,2
1993,8,August,35,12,12.00 - 12.59,0,1,7
1993,8,August,35,13,13.00 - 13.59,0,2,16
1993,8,August,35,14,14.00 - 14.59,0,3,5
1993,8,August,35,15,15.00 - 15.59,0,2,7
1993,8,August,35,16,16.00 - 16.59,0,8,6
1993,8,August,35,17,17.00 - 17.59,1,1,11
1993,8,August,35,18,18.00 - 18.59,0,8,25
1993,8,August,35,19,19.00 - 19.59,0,3,1
1993,8,August,35,20,20.00 - 20.59,0,2,4
1993,8,August,35,21,21.00 - 21.59,0,1,2
1993,8,August,35,22,22.00 - 22.59,0,1,5
1993,8,August,35,23,23.00 - 23.59,0,2,2
1993,9,September,35,0,00.00 - 00.59,1,3,5
1993,9,September,35,1,01.00 - 01.59,0,4,13
1993,9,September,35,2,02.00 - 02.59,1,3,5
1993,9,September,35,3,03.00 - 03.59,0,0,1
1993,9,September,35,4,04.00 - 04.59,0,3,2
1993,9,September,35,5,05.00 - 05.59,0,1,6
1993,9,September,35,6,06.00 - 06.59,0,3,5
1993,9,September,35,7,07.00 - 07.59,0,13,18
1993,9,September,35,8,08.00 - 08.59,0,2,9
1993,9,September,35,9,09.00 - 09.59,0,2,8
1993,9,September,35,10,10.00 - 10.59,1,8,18
1993,9,September,35,11,11.00 - 11.59,0,5,17
1993,9,September,35,12,12.00 - 12.59,1,6,15
1993,9,September,35,13,13.00 - 13.59,0,9,18
1993,9,September,35,14,14.00 - 14.59,0,7,13
1993,9,September,35,15,15.00 - 15.59,1,11,17
1993,9,September,35,16,16.00 - 16.59,1,8,23
1993,9,September,35,17,17.00 - 17.59,2,11,35
1993,9,September,35,18,18.00 - 18.59,0,12,26
1993,9,September,35,19,19.00 - 19.59,3,8,16
1993,9,September,35,20,20.00 - 20.59,0,2,16
1993,9,September,35,21,21.00 - 21.59,0,9,13
1993,9,September,35,22,22.00 - 22.59,2,6,8
1993,9,September,35,23,23.00 - 23.59,0,1,15
1993,9,September,36,0,00.00 - 00.59,0,5,8
1993,9,September,36,1,01.00 - 01.59,0,2,0
1993,9,September,36,2,02.00 - 02.59,0,1,6
1993,9,September,36,3,03.00 - 03.59,0,2,5
1993,9,September,36,4,04.00 - 04.59,0,2,9
1993,9,September,36,5,05.00 - 05.59,0,2,3
1993,9,September,36,6,06.00 - 06.59,0,3,11
1993,9,September,36,7,07.00 - 07.59,0,7,18
1993,9,September,36,8,08.00 - 08.59,0,6,8
1993,9,September,36,9,09.00 - 09.59,1,2,11
1993,9,September,36,10,10.00 - 10.59,0,5,19
1993,9,September,36,11,11.00 - 11.59,0,10,27
1993,9,September,36,12,12.00 - 12.59,0,10,24
1993,9,September,36,13,13.00 - 13.59,0,5,25
1993,9,September,36,14,14.00 - 14.59,2,10,32
1993,9,September,36,15,15.00 - 15.59,0,6,33
1993,9,September,36,16,16.00 - 16.59,1,11,30
1993,9,September,36,17,17.00 - 17.59,0,19,36
1993,9,September,36,18,18.00 - 18.59,0,8,32
1993,9,September,36,19,19.00 - 19.59,0,1,19
1993,9,September,36,20,20.00 - 20.59,4,9,14
1993,9,September,36,21,21.00 - 21.59,1,0,6
1993,9,September,36,22,22.00 - 22.59,0,3,15
1993,9,September,36,23,23.00 - 23.59,0,1,6
1993,9,September,37,0,00.00 - 00.59,1,2,10
1993,9,September,37,1,01.00 - 01.59,0,3,10
1993,9,September,37,2,02.00 - 02.59,0,4,4
1993,9,September,37,3,03.00 - 03.59,1,4,2
1993,9,September,37,4,04.00 - 04.59,0,4,3
1993,9,September,37,5,05.00 - 05.59,0,2,1
1993,9,September,37,6,06.00 - 06.59,1,5,15
1993,9,September,37,7,07.00 - 07.59,0,4,20
1993,9,September,37,8,08.00 - 08.59,0,6,12
1993,9,September,37,9,09.00 - 09.59,0,1,18
1993,9,September,37,10,10.00 - 10.59,0,6,17
1993,9,September,37,11,11.00 - 11.59,0,12,34
1993,9,September,37,12,12.00 - 12.59,0,11,22
1993,9,September,37,13,13.00 - 13.59,0,8,32
1993,9,September,37,14,14.00 - 14.59,1,7,26
1993,9,September,37,15,15.00 - 15.59,2,9,30
1993,9,September,37,16,16.00 - 16.59,1,11,27
1993,9,September,37,17,17.00 - 17.59,0,11,48
1993,9,September,37,18,18.00 - 18.59,0,12,24
1993,9,September,37,19,19.00 - 19.59,0,3,19
1993,9,September,37,20,20.00 - 20.59,1,7,12
1993,9,September,37,21,21.00 - 21.59,1,6,14
1993,9,September,37,22,22.00 - 22.59,1,6,15
1993,9,September,37,23,23.00 - 23.59,1,4,17
1993,9,September,38,0,00.00 - 00.59,0,0,7
1993,9,September,38,1,01.00 - 01.59,0,6,12
1993,9,September,38,2,02.00 - 02.59,0,4,15
1993,9,September,38,3,03.00 - 03.59,0,5,2
1993,9,September,38,4,04.00 - 04.59,0,3,3
1993,9,September,38,5,05.00 - 05.59,0,2,2
1993,9,September,38,6,06.00 - 06.59,0,3,10
1993,9,September,38,7,07.00 - 07.59,0,8,24
1993,9,September,38,8,08.00 - 08.59,0,6,18
1993,9,September,38,9,09.00 - 09.59,2,5,16
1993,9,September,38,10,10.00 - 10.59,0,8,7
1993,9,September,38,11,11.00 - 11.59,1,10,41
1993,9,September,38,12,12.00 - 12.59,0,9,19
1993,9,September,38,13,13.00 - 13.59,1,7,33
1993,9,September,38,14,14.00 - 14.59,0,5,24
1993,9,September,38,15,15.00 - 15.59,0,11,29
1993,9,September,38,16,16.00 - 16.59,1,8,25
1993,9,September,38,17,17.00 - 17.59,1,13,48
1993,9,September,38,18,18.00 - 18.59,0,11,32
1993,9,September,38,19,19.00 - 19.59,1,2,21
1993,9,September,38,20,20.00 - 20.59,0,4,23
1993,9,September,38,21,21.00 - 21.59,0,6,15
1993,9,September,38,22,22.00 - 22.59,1,6,13
1993,9,September,38,23,23.00 - 23.59,2,2,16
1993,9,September,39,0,00.00 - 00.59,0,2,1
1993,9,September,39,1,01.00 - 01.59,0,4,5
1993,9,September,39,2,02.00 - 02.59,0,0,3
1993,9,September,39,3,03.00 - 03.59,1,1,2
1993,9,September,39,4,04.00 - 04.59,0,0,2
1993,9,September,39,5,05.00 - 05.59,1,2,2
1993,9,September,39,6,06.00 - 06.59,0,2,11
1993,9,September,39,7,07.00 - 07.59,0,3,20
1993,9,September,39,8,08.00 - 08.59,0,5,10
1993,9,September,39,9,09.00 - 09.59,0,2,6
1993,9,September,39,10,10.00 - 10.59,1,3,7
1993,9,September,39,11,11.00 - 11.59,0,4,14
1993,9,September,39,12,12.00 - 12.59,1,2,21
1993,9,September,39,13,13.00 - 13.59,0,6,17
1993,9,September,39,14,14.00 - 14.59,0,0,11
1993,9,September,39,15,15.00 - 15.59,0,6,9
1993,9,September,39,16,16.00 - 16.59,0,5,17
1993,9,September,39,17,17.00 - 17.59,0,4,18
1993,9,September,39,18,18.00 - 18.59,1,3,34
1993,9,September,39,19,19.00 - 19.59,1,1,21
1993,9,September,39,20,20.00 - 20.59,0,5,8
1993,9,September,39,21,21.00 - 21.59,1,3,8
1993,9,September,39,22,22.00 - 22.59,0,0,7
1993,9,September,39,23,23.00 - 23.59,0,0,3
1993,10,Oktober,39,0,00.00 - 00.59,0,1,8
1993,10,Oktober,39,1,01.00 - 01.59,1,5,8
1993,10,Oktober,39,2,02.00 - 02.59,0,0,7
1993,10,Oktober,39,3,03.00 - 03.59,0,2,5
1993,10,Oktober,39,4,04.00 - 04.59,0,0,3
1993,10,Oktober,39,5,05.00 - 05.59,0,0,2
1993,10,Oktober,39,6,06.00 - 06.59,0,2,8
1993,10,Oktober,39,7,07.00 - 07.59,0,2,5
1993,10,Oktober,39,8,08.00 - 08.59,0,2,3
1993,10,Oktober,39,9,09.00 - 09.59,0,0,2
1993,10,Oktober,39,10,10.00 - 10.59,0,0,6
1993,10,Oktober,39,11,11.00 - 11.59,0,3,4
1993,10,Oktober,39,12,12.00 - 12.59,0,1,11
1993,10,Oktober,39,13,13.00 - 13.59,0,2,19
1993,10,Oktober,39,14,14.00 - 14.59,0,3,15
1993,10,Oktober,39,15,15.00 - 15.59,0,2,11
